Date & time of file creation	24/05/2018 3:58 PM													
Data file path	C:\Users\Seebacher\Desktop\Diego Barneche\24_05_2018\29_C_old_witrox_1.txt													
														
														
CALIBRATION DATA														
Parameter/Channel	N moving average	LO phase [r.U.]	HI phase [r.U.]	LO oxygen [%air saturation]	HI oxygen [%air saturation]	LO temperature [°C]	HI temperature [°C]	Salinity [‰]						
S WOT 0041 000001   , CH 1	1	59.38	26.68	0.00	100.00	32.23	32.15	0.000						
S WOT 0041 000001   , CH 2	1	59.38	26.68	0.00	100.00	32.23	32.15	0.000						
S WOT 0041 000001   , CH 3	1	59.38	26.68	0.00	100.00	32.23	32.15	0.000						
S WOT 0041 000001   , CH 4	1	59.38	26.68	0.00	100.00	32.23	32.15	0.000						
														
														
Date &Time [DD-MM-YYYY HH:MM:SS]	Time stamp code	Barometric pressure [hPa]	S WOT 0041 000001   , CH 1 phase [r.U.]	S WOT 0041 000001   , CH 1 temp [°C]	S WOT 0041 000001   , CH 1 O2 [% air saturation]	S WOT 0041 000001   , CH 2 phase [r.U.]	S WOT 0041 000001   , CH 2 temp [°C]	S WOT 0041 000001   , CH 2 O2 [% air saturation]	S WOT 0041 000001   , CH 3 phase [r.U.]	S WOT 0041 000001   , CH 3 temp [°C]	S WOT 0041 000001   , CH 3 O2 [% air saturation]	S WOT 0041 000001   , CH 4 phase [r.U.]	S WOT 0041 000001   , CH 4 temp [°C]	S WOT 0041 000001   , CH 4 O2 [% air saturation]
24/05/2018 3:59:07 PM	3609986347	1013.00	26.43	29.27	107.6	26.56	29.27	106.3	26.47	29.27	107.2	26.44	29.27	107.5
24/05/2018 3:59:08 PM	3609986348	1013.00	26.48	29.28	107.1	26.52	29.28	106.7	26.43	29.28	107.6	26.37	29.28	108.2
24/05/2018 3:59:09 PM	3609986349	1013.00	26.41	29.26	107.8	26.49	29.26	107.0	26.44	29.26	107.5	26.43	29.26	107.6
24/05/2018 3:59:10 PM	3609986350	1013.00	26.46	29.26	107.3	26.50	29.26	106.9	26.45	29.26	107.4	26.39	29.26	108.0
24/05/2018 3:59:11 PM	3609986351	1013.00	26.43	29.26	107.6	26.50	29.26	106.9	26.46	29.26	107.3	26.43	29.26	107.6
24/05/2018 3:59:12 PM	3609986352	1013.00	26.43	29.27	107.6	26.51	29.27	106.8	26.43	29.27	107.6	26.39	29.27	108.0
24/05/2018 3:59:13 PM	3609986353	1013.00	26.46	29.25	107.3	26.55	29.25	106.4	26.49	29.25	107.0	26.43	29.25	107.6
24/05/2018 3:59:14 PM	3609986354	1013.00	26.45	29.26	107.4	26.48	29.26	107.1	26.44	29.26	107.5	26.40	29.26	107.9
24/05/2018 3:59:15 PM	3609986355	1013.00	26.43	29.27	107.6	26.57	29.27	106.2	26.48	29.27	107.1	26.46	29.27	107.3
24/05/2018 3:59:16 PM	3609986356	1013.00	26.46	29.26	107.3	26.52	29.26	106.7	26.45	29.26	107.4	26.41	29.26	107.8
24/05/2018 3:59:17 PM	3609986357	1013.00	26.49	29.27	107.0	26.54	29.27	106.5	26.45	29.27	107.4	26.41	29.27	107.8
24/05/2018 3:59:18 PM	3609986358	1013.00	26.43	29.28	107.6	26.50	29.28	106.9	26.48	29.28	107.1	26.40	29.28	107.9
24/05/2018 3:59:19 PM	3609986359	1013.00	26.48	29.28	107.1	26.51	29.28	106.8	26.45	29.28	107.4	26.44	29.28	107.5
24/05/2018 3:59:20 PM	3609986360	1013.00	26.48	29.27	107.1	26.54	29.27	106.5	26.45	29.27	107.4	26.45	29.27	107.4
24/05/2018 3:59:21 PM	3609986361	1013.00	26.44	29.26	107.5	26.50	29.26	106.9	26.47	29.26	107.2	26.42	29.26	107.7
24/05/2018 3:59:22 PM	3609986362	1013.00	26.44	29.27	107.5	26.54	29.27	106.5	26.42	29.27	107.7	26.40	29.27	107.9
24/05/2018 3:59:23 PM	3609986363	1013.00	26.47	29.27	107.2	26.53	29.27	106.6	26.46	29.27	107.3	26.40	29.27	107.9
24/05/2018 3:59:24 PM	3609986364	1013.00	26.41	29.27	107.8	26.53	29.27	106.6	26.48	29.27	107.1	26.39	29.27	108.0
24/05/2018 3:59:25 PM	3609986365	1013.00	26.45	29.27	107.4	26.52	29.27	106.7	26.47	29.27	107.2	26.40	29.27	107.9
24/05/2018 3:59:26 PM	3609986366	1013.00	26.45	29.28	107.4	26.52	29.28	106.7	26.46	29.28	107.3	26.42	29.28	107.7
24/05/2018 3:59:27 PM	3609986367	1013.00	26.45	29.27	107.4	26.55	29.27	106.4	26.46	29.27	107.3	26.44	29.27	107.5
24/05/2018 3:59:28 PM	3609986368	1013.00	26.45	29.27	107.4	26.54	29.27	106.5	26.46	29.27	107.3	26.39	29.27	108.0
24/05/2018 3:59:29 PM	3609986369	1013.00	26.48	29.26	107.1	26.53	29.26	106.6	26.47	29.26	107.2	26.40	29.26	107.9
24/05/2018 3:59:30 PM	3609986370	1013.00	26.44	29.26	107.5	26.53	29.26	106.6	26.45	29.26	107.4	26.44	29.26	107.5
24/05/2018 3:59:31 PM	3609986371	1013.00	26.46	29.26	107.3	26.52	29.26	106.7	26.48	29.26	107.1	26.42	29.26	107.7
24/05/2018 3:59:32 PM	3609986372	1013.00	26.47	29.26	107.2	26.49	29.26	107.0	26.46	29.26	107.3	26.41	29.26	107.8
24/05/2018 3:59:33 PM	3609986373	1013.00	26.45	29.27	107.4	26.56	29.27	106.3	26.46	29.27	107.3	26.43	29.27	107.6
24/05/2018 3:59:34 PM	3609986374	1013.00	26.49	29.27	107.0	26.52	29.27	106.7	26.47	29.27	107.2	26.39	29.27	108.0
24/05/2018 3:59:35 PM	3609986375	1013.00	26.44	29.27	107.5	26.54	29.27	106.5	26.48	29.27	107.1	26.44	29.27	107.5
24/05/2018 3:59:36 PM	3609986376	1013.00	26.48	29.27	107.1	26.51	29.27	106.8	26.45	29.27	107.4	26.39	29.27	108.0
24/05/2018 3:59:37 PM	3609986377	1013.00	26.46	29.27	107.3	26.53	29.27	106.6	26.42	29.27	107.7	26.42	29.27	107.7
24/05/2018 3:59:38 PM	3609986378	1013.00	26.43	29.27	107.6	26.50	29.27	106.9	26.45	29.27	107.4	26.42	29.27	107.7
24/05/2018 3:59:39 PM	3609986379	1013.00	26.45	29.27	107.4	26.53	29.27	106.6	26.47	29.27	107.2	26.42	29.27	107.7
24/05/2018 3:59:40 PM	3609986380	1013.00	26.43	29.27	107.6	26.53	29.27	106.6	26.49	29.27	107.0	26.43	29.27	107.6
24/05/2018 3:59:41 PM	3609986381	1013.00	26.43	29.27	107.6	26.56	29.27	106.3	26.48	29.27	107.1	26.46	29.27	107.3
24/05/2018 3:59:42 PM	3609986382	1013.00	26.43	29.27	107.6	26.55	29.27	106.4	26.49	29.27	107.0	26.43	29.27	107.6
24/05/2018 3:59:43 PM	3609986383	1013.00	26.45	29.26	107.4	26.51	29.26	106.8	26.46	29.26	107.3	26.42	29.26	107.7
24/05/2018 3:59:44 PM	3609986384	1013.00	26.44	29.26	107.5	26.55	29.26	106.4	26.42	29.26	107.7	26.42	29.26	107.7
